Nodes: 101 Edges: 313
0 4
0 79
1 79
1 8
1 51
1 94
2 8
2 51
2 94
4 94
4 40
4 56
4 71
4 6
4 41
5 40
5 56
5 71
5 6
6 56
6 71
6 6
6 41
7 71
8 6
8 41
9 41
9 77
10 77
10 50
10 33
10 24
10 82
10 54
11 50
11 33
11 24
11 82
11 54
12 33
12 24
13 24
13 82
13 54
13 75
13 89
13 28
14 82
14 54
14 75
14 89
14 28
15 54
15 75
15 89
17 89
18 28
19 46
20 44
20 22
20 61
21 22
21 61
21 38
21 27
22 61
22 38
25 52
25 11
25 68
25 49
26 11
26 68
27 68
27 49
27 12
27 26
27 7
28 49
28 12
29 12
29 26
29 7
29 88
29 14
30 26
30 7
30 88
30 14
30 95
30 70
31 7
31 88
31 14
31 95
32 88
32 14
32 95
32 70
32 72
33 14
33 95
33 70
33 72
34 95
34 70
34 72
35 70
35 72
35 83
35 60
35 29
36 72
36 83
36 60
36 29
36 80
36 5
37 83
37 60
37 29
37 80
37 5
37 96
38 60
38 29
38 80
38 5
38 96
39 29
39 80
39 5
39 96
39 67
39 59
40 80
40 5
40 96
40 67
40 59
40 78
42 96
42 67
42 59
42 78
42 35
42 84
43 67
43 59
43 78
45 78
45 35
45 84
45 100
45 9
45 19
46 35
46 84
46 100
46 9
46 19
46 3
47 84
47 100
47 9
47 19
48 100
48 9
48 19
49 9
49 19
49 3
51 3
51 66
52 66
52 57
52 91
52 20
53 57
53 91
53 20
53 21
53 53
54 91
54 20
55 20
55 21
55 53
55 85
55 1
55 65
56 21
56 53
57 53
57 85
57 1
57 65
57 0
57 55
59 1
59 65
59 0
60 65
60 0
60 55
60 39
60 43
60 90
61 0
61 55
61 39
61 43
61 90
61 37
63 39
63 43
63 90
63 37
63 98
65 90
65 37
65 98
65 58
65 25
66 37
67 98
67 58
67 25
68 58
68 25
68 74
68 64
68 17
69 25
69 74
70 74
70 64
70 17
70 76
70 15
71 64
71 17
72 17
72 76
73 76
73 15
73 73
74 15
74 73
74 34
74 87
76 34
76 87
76 16
77 87
77 16
77 31
77 36
77 62
78 16
78 31
79 31
79 36
80 36
80 62
81 62
82 48
83 81
83 2
83 18
85 18
85 93
86 93
86 45
86 23
86 69
88 23
89 69
89 32
89 86
89 97
90 32
90 86
90 97
90 42
90 10
92 97
93 42
93 10
93 92
93 99
94 10
94 92
94 99
94 30
94 63
94 47
96 99
96 30
97 30
97 63
97 47
98 63
98 47
99 47
99 13
99 4
100 13
100 4
100 79
100 8
100 51
100 94
